payment_type,payment_value
boleto,136.6
boleto,51.74
credit_card,198.03
credit_card,162.34
credit_card,126.03
credit_card,130.26
credit_card,64.35
credit_card,65.71
credit_card,226.74
boleto,116.76
debit_card,33.09
boleto,176.31
credit_card,37.17
credit_card,34.66
credit_card,315.25
credit_card,678.17
credit_card,138.93
credit_card,57.5
boleto,34.0
credit_card,311.32
credit_card,55.11
boleto,86.02
boleto,180.01
credit_card,139.05
credit_card,210.89
credit_card,619.34
boleto,241.89
credit_card,801.84
credit_card,78.84
boleto,59.15
credit_card,86.02
credit_card,96.72
boleto,53.9
credit_card,80.33
voucher,101.5
boleto,34.73
credit_card,98.15
credit_card,144.1
boleto,68.96
boleto,43.22
boleto,48.21
credit_card,190.28
credit_card,208.76
credit_card,59.0
credit_card,26.78
credit_card,1697.45
credit_card,188.97
boleto,68.25
boleto,295.65
credit_card,87.61
credit_card,426.62
credit_card,563.15
boleto,149.5
boleto,55.0
boleto,89.58
credit_card,108.26
credit_card,63.0
boleto,131.57
credit_card,105.87
credit_card,76.86
credit_card,108.45
credit_card,159.41
boleto,66.1
credit_card,214.41
credit_card,464.86
voucher,5.31
credit_card,111.89
credit_card,37.86
voucher,50.0
credit_card,166.48
credit_card,73.74
credit_card,117.9
boleto,412.16
boleto,58.99
credit_card,105.26
credit_card,124.84
credit_card,163.92
boleto,42.76
boleto,24.28
credit_card,69.12
credit_card,229.57
credit_card,54.1
credit_card,176.63
credit_card,40.09
boleto,515.93
voucher,250.0
debit_card,50.24
credit_card,79.52
credit_card,189.68
credit_card,57.72
credit_card,159.14
boleto,55.37
credit_card,68.2
boleto,181.66
credit_card,208.16
voucher,47.26
credit_card,170.43
credit_card,1101.51
boleto,66.3
credit_card,95.11
credit_card,123.46
credit_card,144.22
credit_card,1133.96
credit_card,53.32
credit_card,252.19
credit_card,125.77
credit_card,53.9
credit_card,112.1
boleto,138.02
credit_card,59.16
credit_card,228.89
credit_card,94.25
credit_card,105.28
credit_card,225.71
credit_card,228.6
boleto,95.46
credit_card,55.91
credit_card,149.58
credit_card,82.43
credit_card,61.63
credit_card,64.76
boleto,117.18
credit_card,67.13
credit_card,207.5
boleto,58.37
credit_card,118.74
voucher,500.0
credit_card,31.9
credit_card,66.1
credit_card,247.83
credit_card,166.02
credit_card,54.12
credit_card,71.72
credit_card,137.64
boleto,68.39
credit_card,39.61
credit_card,93.29
debit_card,63.13
credit_card,54.58
credit_card,115.32
boleto,39.61
credit_card,97.12
credit_card,100.68
credit_card,143.7
boleto,326.79
credit_card,234.31
credit_card,77.64
credit_card,261.07
credit_card,149.06
credit_card,111.42
credit_card,93.82
credit_card,78.06
credit_card,144.03
credit_card,328.74
voucher,25.0
voucher,8.48
credit_card,137.3
credit_card,327.98
credit_card,140.34
credit_card,211.06
credit_card,50.14
credit_card,57.16
boleto,148.06
credit_card,374.28
debit_card,174.75
credit_card,125.52
credit_card,96.82
credit_card,102.78
credit_card,80.77
credit_card,376.49
boleto,159.4
credit_card,194.91
boleto,235.26
credit_card,106.39
boleto,202.82
credit_card,345.49
credit_card,62.01
credit_card,189.08
boleto,496.45
debit_card,149.31
credit_card,76.61
boleto,210.03
boleto,123.99
boleto,25.78
credit_card,43.01
credit_card,186.4
credit_card,38.0
credit_card,113.46
boleto,184.52
credit_card,63.1
credit_card,32.75
credit_card,122.96
credit_card,953.82
credit_card,1341.26
credit_card,626.76
credit_card,97.93
credit_card,112.41
boleto,35.0
credit_card,117.16
credit_card,269.01
boleto,123.04
credit_card,143.15
credit_card,171.77
credit_card,120.07
credit_card,76.98
boleto,192.0
credit_card,41.93
credit_card,261.46
boleto,134.43
credit_card,470.42
credit_card,364.41
credit_card,195.91
boleto,27.68
credit_card,114.0
credit_card,2304.68
credit_card,93.66
credit_card,98.56
credit_card,157.99
boleto,256.2
credit_card,128.74
credit_card,154.22
credit_card,387.37
voucher,150.0
boleto,233.55
boleto,64.0
boleto,116.82
credit_card,146.9
credit_card,135.74
credit_card,39.6
credit_card,174.76
credit_card,64.44
credit_card,27.38
credit_card,160.54
boleto,126.2
credit_card,148.03
credit_card,193.98
credit_card,360.72
credit_card,112.64
credit_card,141.73
boleto,95.72
boleto,112.13
boleto,175.87
credit_card,107.04
voucher,21.12
credit_card,131.47
credit_card,60.09
credit_card,111.02
credit_card,219.26
credit_card,158.69
boleto,108.0
credit_card,37.69
credit_card,117.43
credit_card,174.45
boleto,84.13
boleto,61.75
credit_card,176.01
credit_card,84.74
credit_card,77.71
credit_card,64.0
credit_card,163.22
debit_card,129.59
credit_card,96.82
credit_card,31.12
credit_card,92.34
credit_card,921.05
credit_card,96.22
credit_card,98.84
credit_card,86.02
credit_card,84.92
boleto,126.42
credit_card,54.1
credit_card,104.68
credit_card,155.29
credit_card,39.42
credit_card,65.13
credit_card,34.87
voucher,8.26
credit_card,193.3
credit_card,69.04
credit_card,46.0
boleto,146.38
credit_card,213.46
credit_card,22.14
boleto,51.89
credit_card,186.1
credit_card,174.04
credit_card,32.83
credit_card,316.35
boleto,237.72
boleto,46.75
credit_card,203.51
credit_card,51.59
credit_card,107.59
voucher,34.9
credit_card,98.85
credit_card,108.12
voucher,113.89
boleto,57.68
credit_card,124.32
credit_card,30.13
credit_card,47.68
credit_card,169.88
credit_card,63.1
boleto,51.04
boleto,107.41
credit_card,111.01
credit_card,210.21
credit_card,166.52
credit_card,1693.31
credit_card,37.58
credit_card,900.0
credit_card,102.86
credit_card,76.27
credit_card,1347.96
voucher,30.0
boleto,83.5
boleto,39.09
credit_card,49.51
credit_card,212.09
boleto,89.96
credit_card,318.44
credit_card,102.12
credit_card,202.83
credit_card,112.62
credit_card,37.38
boleto,111.89
credit_card,185.98
credit_card,99.74
credit_card,83.14
credit_card,619.07
debit_card,34.03
debit_card,376.22
boleto,112.84
credit_card,77.57
credit_card,57.07
credit_card,58.63
credit_card,72.58
credit_card,184.2
credit_card,233.78
boleto,63.61
credit_card,72.66
credit_card,35.09
credit_card,310.03
credit_card,55.24
credit_card,34.0
credit_card,75.53
credit_card,115.94
credit_card,72.7
credit_card,215.56
voucher,8.0
credit_card,50.53
credit_card,239.5
credit_card,78.18
credit_card,226.85
boleto,67.5
credit_card,116.13
credit_card,217.83
credit_card,72.18
boleto,37.46
credit_card,48.3
boleto,561.66
credit_card,386.24
credit_card,198.91
voucher,82.21
boleto,122.17
credit_card,75.17
credit_card,168.41
boleto,81.88
boleto,1534.58
credit_card,1.85
boleto,271.42
boleto,70.14
credit_card,83.68
credit_card,123.49
boleto,55.28
credit_card,100.9
credit_card,47.95
credit_card,57.99
boleto,153.1
voucher,51.37
boleto,209.99
credit_card,109.08
boleto,244.32
boleto,59.1
credit_card,61.45
voucher,24.18
credit_card,111.89
boleto,66.05
credit_card,97.79
boleto,46.2
credit_card,89.08
credit_card,55.99
credit_card,271.2
voucher,100.0
voucher,50.0
credit_card,46.05
credit_card,648.15
credit_card,65.78
credit_card,28.01
credit_card,38.8
credit_card,85.45
credit_card,28.79
boleto,51.5
credit_card,241.49
credit_card,90.81
credit_card,200.37
credit_card,206.78
credit_card,149.72
boleto,48.93
credit_card,65.09
credit_card,81.09
credit_card,363.76
credit_card,67.49
credit_card,31.93
credit_card,234.0
credit_card,74.21
credit_card,62.11
credit_card,207.5
voucher,181.88
boleto,115.1
credit_card,165.3
credit_card,46.58
credit_card,321.58
credit_card,979.91
boleto,71.58
credit_card,29.17
credit_card,105.37
credit_card,139.29
credit_card,59.27
credit_card,204.43
credit_card,27.4
boleto,77.47
boleto,297.62
voucher,7.73
boleto,178.15
credit_card,59.69
credit_card,121.42
boleto,96.96
boleto,28.31
credit_card,262.07
credit_card,73.58
credit_card,123.87
credit_card,149.69
credit_card,70.72
credit_card,56.5
credit_card,68.05
credit_card,107.57
credit_card,34.3
voucher,47.74
credit_card,75.5
boleto,135.08
credit_card,1.97
boleto,62.08
credit_card,103.37
credit_card,137.2
credit_card,36.94
credit_card,21.24
credit_card,227.27
credit_card,176.12
boleto,109.5
voucher,15.48
voucher,100.0
credit_card,148.5
credit_card,69.94
credit_card,182.51
credit_card,157.43
credit_card,42.58
credit_card,117.86
voucher,136.73
boleto,64.23
credit_card,164.23
credit_card,363.12
credit_card,26.68
boleto,259.59
credit_card,72.75
voucher,1.05
boleto,61.85
credit_card,80.6
boleto,105.08
boleto,52.62
boleto,137.04
credit_card,123.56
boleto,55.56
boleto,51.84
credit_card,139.36
credit_card,74.16
credit_card,97.65
voucher,15.15
boleto,160.17
credit_card,18.39
credit_card,62.91
credit_card,275.38
credit_card,647.91
boleto,111.89
voucher,167.26
credit_card,31.92
voucher,900.0
credit_card,94.3
credit_card,43.78
credit_card,162.06
boleto,37.86
credit_card,100.86
credit_card,65.11
credit_card,326.82
credit_card,67.44
credit_card,515.94
boleto,65.78
credit_card,288.6
credit_card,65.0
boleto,52.85
credit_card,28.29
boleto,25.79
credit_card,92.97
credit_card,21.99
boleto,47.53
credit_card,103.55
boleto,98.35
credit_card,296.28
boleto,253.87
credit_card,125.14
credit_card,669.96
voucher,62.28
credit_card,72.36
credit_card,242.99
voucher,115.81
credit_card,36.75
boleto,100.82
credit_card,28.25
credit_card,107.55
credit_card,158.23
credit_card,117.26
credit_card,255.88
credit_card,77.63
credit_card,84.36
credit_card,34.33
credit_card,93.86
credit_card,43.22
credit_card,85.62
voucher,285.73
credit_card,111.02
credit_card,96.71
boleto,36.75
credit_card,258.38
credit_card,61.59
boleto,60.1
credit_card,128.88
credit_card,232.78
boleto,104.38
credit_card,51.0
credit_card,44.23
credit_card,41.69
boleto,69.9
credit_card,96.05
debit_card,216.22
credit_card,68.89
credit_card,35.19
debit_card,82.87
credit_card,367.2
boleto,147.63
credit_card,102.47
credit_card,113.86
credit_card,105.99
credit_card,28.88
boleto,130.8
credit_card,117.92
credit_card,61.05
credit_card,57.53
credit_card,140.67
credit_card,186.85
boleto,104.83
credit_card,186.82
credit_card,133.76
credit_card,520.89
credit_card,47.51
credit_card,998.1
credit_card,283.49
voucher,35.08
credit_card,398.98
credit_card,99.65
credit_card,65.09
boleto,51.38
credit_card,262.68
credit_card,164.79
credit_card,43.88
boleto,179.84
credit_card,68.66
voucher,310.34
boleto,75.07
credit_card,435.23
credit_card,315.02
credit_card,102.03
credit_card,121.02
credit_card,81.5
boleto,89.57
credit_card,165.8
credit_card,365.29
credit_card,107.27
debit_card,67.44
credit_card,57.19
credit_card,37.25
credit_card,151.01
boleto,1244.12
boleto,665.98
credit_card,403.05
voucher,65.15
credit_card,408.79
credit_card,113.92
credit_card,145.65
voucher,99.65
credit_card,224.67
credit_card,47.64
boleto,31.51
credit_card,112.61
credit_card,1381.31
credit_card,166.35
credit_card,286.56
credit_card,92.28
credit_card,231.66
boleto,110.46
credit_card,45.0
credit_card,22.38
boleto,71.5
credit_card,60.13
credit_card,234.52
boleto,138.6
credit_card,131.82
boleto,305.27
boleto,69.49
credit_card,99.74
credit_card,214.32
boleto,76.76
credit_card,48.68
credit_card,52.53
credit_card,41.18
credit_card,77.57
credit_card,107.96
credit_card,338.88
credit_card,26.69
credit_card,34.09
credit_card,190.09
credit_card,181.26
voucher,3.36
credit_card,35.38
credit_card,97.25
credit_card,26.86
credit_card,111.13
voucher,37.88
credit_card,286.66
credit_card,165.25
debit_card,207.32
credit_card,107.75
credit_card,41.84
boleto,57.99
credit_card,44.69
credit_card,85.6
credit_card,36.69
credit_card,147.97
credit_card,86.53
credit_card,36.68
credit_card,95.37
credit_card,2.74
credit_card,850.56
credit_card,120.08
debit_card,71.62
credit_card,53.31
credit_card,75.55
credit_card,96.19
boleto,28.76
credit_card,154.74
credit_card,153.49
credit_card,104.37
credit_card,91.66
boleto,30.19
credit_card,355.12
credit_card,111.85
credit_card,420.94
credit_card,126.57
boleto,99.22
credit_card,279.57
credit_card,134.94
credit_card,125.36
credit_card,5.82
credit_card,164.62
credit_card,158.07
credit_card,169.61
boleto,75.25
credit_card,73.15
boleto,241.71
credit_card,56.93
credit_card,318.82
credit_card,90.84
credit_card,159.27
credit_card,141.23
credit_card,120.97
credit_card,57.16
credit_card,352.64
credit_card,99.7
voucher,98.52
credit_card,37.46
credit_card,96.83
credit_card,139.07
credit_card,142.92
credit_card,250.57
credit_card,128.2
credit_card,71.63
boleto,31.77
credit_card,371.89
credit_card,61.75
credit_card,142.1
credit_card,108.0
boleto,27.39
credit_card,205.99
credit_card,73.99
boleto,48.27
credit_card,98.9
credit_card,70.03
boleto,108.31
credit_card,97.87
boleto,35.77
boleto,24.86
credit_card,51.84
credit_card,214.76
boleto,116.45
boleto,116.12
credit_card,55.74
credit_card,173.25
boleto,306.23
credit_card,92.77
credit_card,35.09
credit_card,22.1
credit_card,61.69
credit_card,35.77
credit_card,160.77
boleto,199.2
credit_card,201.47
credit_card,133.18
credit_card,136.52
credit_card,25.87
credit_card,104.05
credit_card,145.66
credit_card,220.27
boleto,70.14
voucher,54.23
credit_card,23.11
boleto,81.99
credit_card,42.68
credit_card,132.02
boleto,132.57
credit_card,160.76
boleto,193.79
boleto,115.84
credit_card,661.76
credit_card,220.04
credit_card,228.01
credit_card,50.35
credit_card,159.52
credit_card,144.39
credit_card,133.95
credit_card,204.07
credit_card,376.85
credit_card,138.65
credit_card,50.77
credit_card,104.85
credit_card,147.35
boleto,46.78
credit_card,259.94
boleto,74.07
credit_card,52.34
credit_card,148.53
credit_card,189.59
credit_card,161.54
credit_card,191.22
credit_card,144.14
boleto,64.42
credit_card,114.99
credit_card,143.26
credit_card,175.87
credit_card,14.76
credit_card,39.0
credit_card,367.2
credit_card,104.84
credit_card,270.94
credit_card,211.51
credit_card,64.43
credit_card,2.98
credit_card,119.74
boleto,91.23
credit_card,314.21
boleto,778.05
credit_card,96.65
credit_card,63.29
credit_card,280.61
credit_card,238.41
boleto,35.84
credit_card,98.35
credit_card,69.96
credit_card,15.77
credit_card,154.62
credit_card,84.23
boleto,58.6
credit_card,130.16
credit_card,35.36
credit_card,214.38
credit_card,69.33
credit_card,233.93
credit_card,97.24
credit_card,217.94
credit_card,54.43
credit_card,1626.83
boleto,48.13
credit_card,114.67
credit_card,61.52
boleto,31.75
credit_card,127.69
credit_card,36.0
credit_card,215.82
boleto,166.78
credit_card,195.01
credit_card,186.62
credit_card,419.06
credit_card,82.55
boleto,45.0
credit_card,130.01
credit_card,62.0
credit_card,18.02
voucher,32.4
credit_card,57.99
credit_card,49.53
credit_card,199.72
credit_card,338.64
credit_card,28.0
credit_card,12.89
credit_card,163.89
credit_card,143.21
credit_card,47.0
credit_card,231.39
credit_card,104.37
voucher,109.83
credit_card,258.7
credit_card,50.14
credit_card,36.69
credit_card,95.11
voucher,9.46
boleto,475.42
credit_card,265.73
boleto,67.36
credit_card,37.61
credit_card,195.91
credit_card,49.23
credit_card,0.89
credit_card,59.6
credit_card,552.26
boleto,2096.14
credit_card,77.57
voucher,48.53
credit_card,93.12
boleto,32.38
credit_card,72.53
credit_card,102.03
credit_card,153.96
boleto,295.61
credit_card,101.14
boleto,126.2
credit_card,634.83
credit_card,70.04
voucher,12.34
boleto,34.0
credit_card,68.44
credit_card,166.2
boleto,63.59
credit_card,174.7
credit_card,70.12
boleto,49.36
credit_card,263.24
credit_card,57.21
credit_card,277.22
credit_card,45.49
boleto,50.73
credit_card,190.98
boleto,98.54
credit_card,35.77
credit_card,385.74
credit_card,116.68
credit_card,83.55
credit_card,2732.06
credit_card,279.17
credit_card,371.32
credit_card,23.68
credit_card,114.74
credit_card,307.69
credit_card,153.72
credit_card,256.43
credit_card,64.82
voucher,78.09
credit_card,111.27
credit_card,54.0
debit_card,135.82
credit_card,35.13
credit_card,89.55
boleto,324.88
boleto,179.34
credit_card,69.76
voucher,52.27
credit_card,69.64
boleto,119.66
credit_card,258.29
credit_card,173.27
credit_card,55.37
credit_card,217.78
credit_card,151.06
credit_card,156.3
credit_card,147.37
credit_card,188.28
boleto,145.12
credit_card,2.62
credit_card,1564.07
credit_card,220.28
credit_card,645.26
credit_card,46.39
credit_card,31.58
boleto,68.89
voucher,19.15
boleto,75.17
credit_card,215.8
credit_card,27.78
boleto,169.49
credit_card,148.97
credit_card,254.83
credit_card,268.62
credit_card,145.72
credit_card,127.37
credit_card,77.54
debit_card,134.93
credit_card,88.45
credit_card,121.17
credit_card,167.9
boleto,99.32
credit_card,96.22
credit_card,84.85
boleto,317.4
boleto,44.46
boleto,49.64
boleto,298.58
credit_card,85.73
credit_card,72.68
boleto,24.69
credit_card,54.51
credit_card,492.08
credit_card,77.29
boleto,68.2
boleto,211.0
credit_card,39.75
credit_card,125.66
credit_card,74.03
credit_card,190.44
credit_card,235.92
credit_card,77.57
credit_card,148.45
credit_card,77.57
credit_card,162.06
boleto,259.03
boleto,165.7
credit_card,151.18
boleto,143.73
voucher,20.0
credit_card,54.76
credit_card,126.23
credit_card,151.6
credit_card,75.17
credit_card,160.47
credit_card,123.89
credit_card,80.81
credit_card,299.2
credit_card,51.37
credit_card,39.11
credit_card,132.69
credit_card,287.64
boleto,53.95
credit_card,217.64
credit_card,82.33
boleto,42.89
voucher,0.66
credit_card,163.39
boleto,33.84
boleto,39.17
credit_card,205.64
boleto,50.51
credit_card,150.83
credit_card,64.78
credit_card,145.95
credit_card,81.11
credit_card,95.4
credit_card,74.94
voucher,17.0
credit_card,41.78
credit_card,163.69
credit_card,123.25
boleto,53.0
voucher,100.0
credit_card,208.63
credit_card,99.0
credit_card,556.01
credit_card,221.47
credit_card,622.16
credit_card,114.92
credit_card,95.77
credit_card,66.8
boleto,35.79
boleto,58.7
credit_card,105.38
boleto,102.03
credit_card,29.42
credit_card,99.43
credit_card,63.39
credit_card,66.6
credit_card,73.43
credit_card,75.51
voucher,44.53
boleto,63.1
credit_card,182.49
credit_card,470.48
credit_card,661.43
credit_card,55.28
credit_card,44.24
credit_card,117.85
boleto,32.37
credit_card,194.12
credit_card,63.42
credit_card,68.71
credit_card,24.83
credit_card,990.45
credit_card,45.0
credit_card,68.64
credit_card,77.57
credit_card,58.03
credit_card,475.2
credit_card,776.84
debit_card,530.71
boleto,22.77
voucher,69.96
boleto,84.78
boleto,57.68
credit_card,137.31
boleto,91.36
credit_card,137.41
credit_card,42.12
boleto,303.19
credit_card,75.17
credit_card,127.92
credit_card,122.01
voucher,54.27
boleto,195.91
credit_card,115.29
credit_card,117.76
boleto,182.44
credit_card,198.53
credit_card,72.99
credit_card,10.81
credit_card,86.92
voucher,15.52
credit_card,95.58
boleto,43.98
credit_card,195.8
credit_card,103.55
boleto,147.97
credit_card,161.45
credit_card,206.11
credit_card,61.33
credit_card,26.77
voucher,50.0
credit_card,48.22
credit_card,136.6
credit_card,118.17
credit_card,42.69
credit_card,86.15
boleto,107.94
credit_card,70.12
boleto,73.86
credit_card,86.73
voucher,36.88
credit_card,148.22
boleto,97.81
credit_card,59.12
credit_card,224.1
credit_card,34.95
boleto,218.37
credit_card,964.76
credit_card,64.1
credit_card,105.28
credit_card,148.18
credit_card,64.51
boleto,154.92
boleto,82.43
credit_card,120.28
credit_card,100.31
boleto,77.8
credit_card,74.47
credit_card,71.62
boleto,324.7
boleto,109.02
boleto,174.96
credit_card,591.54
credit_card,187.92
boleto,38.42
credit_card,801.11
credit_card,163.25
boleto,276.57
credit_card,130.16
credit_card,772.4
voucher,60.41
credit_card,213.54
credit_card,773.25
credit_card,142.11
credit_card,66.73
boleto,132.49
credit_card,64.51
credit_card,152.38
credit_card,34.1
credit_card,108.16
credit_card,344.84
credit_card,41.12
credit_card,37.77
credit_card,93.17
credit_card,42.39
credit_card,127.92
credit_card,148.49
credit_card,83.46
credit_card,53.88
credit_card,189.76
credit_card,89.96
credit_card,189.42
credit_card,385.67
credit_card,10.35
boleto,192.09
credit_card,27.49
credit_card,475.0
boleto,30.0
credit_card,184.43
credit_card,304.73
credit_card,40.68
boleto,476.85
credit_card,183.26
credit_card,58.91
credit_card,98.41
debit_card,420.25
credit_card,65.87
boleto,186.38
credit_card,55.0
credit_card,76.72
credit_card,338.1
credit_card,121.84
credit_card,122.19
credit_card,38.12
credit_card,185.85
credit_card,210.11
credit_card,37.24
credit_card,106.84
credit_card,80.01
boleto,148.15
credit_card,52.01
credit_card,78.73
boleto,223.57
boleto,48.71
credit_card,71.82
credit_card,224.2
boleto,135.84
credit_card,39.54
credit_card,29.05
credit_card,99.89
credit_card,270.07
credit_card,44.03
credit_card,76.57
credit_card,1404.24
credit_card,148.15
credit_card,380.8
credit_card,37.86
credit_card,67.36
credit_card,173.22
boleto,246.91
credit_card,0.24
boleto,82.33
credit_card,20.28
credit_card,113.44
credit_card,73.49
credit_card,88.08
credit_card,64.56
credit_card,351.69
credit_card,243.86
credit_card,12.63
voucher,50.0
credit_card,236.79
credit_card,75.29
boleto,40.84
credit_card,84.23
voucher,20.05
boleto,65.09
credit_card,169.51
voucher,153.69
voucher,100.0
credit_card,48.87
boleto,128.1
credit_card,57.51
credit_card,304.5
credit_card,131.73
credit_card,53.96
voucher,110.0
boleto,36.77
credit_card,86.22
credit_card,86.81
credit_card,38.93
credit_card,132.82
boleto,70.07
credit_card,28.0
voucher,157.21
credit_card,144.29
credit_card,47.03
credit_card,137.61
credit_card,40.22
credit_card,40.95
credit_card,92.3
credit_card,50.8
boleto,260.5
credit_card,68.17
credit_card,59.87
boleto,67.7
credit_card,246.04
credit_card,161.19
boleto,101.06
credit_card,114.79
credit_card,39.6
voucher,91.17
boleto,46.78
credit_card,37.75
credit_card,173.88
credit_card,40.62
credit_card,118.72
credit_card,89.52
credit_card,83.84
credit_card,211.41
credit_card,105.71
credit_card,168.3
credit_card,59.87
credit_card,98.23
boleto,158.68
credit_card,112.12
credit_card,34.0
credit_card,856.86
credit_card,99.34
credit_card,36.36
credit_card,49.38
credit_card,42.69
credit_card,279.78
boleto,147.13
credit_card,104.92
credit_card,416.56
credit_card,117.49
boleto,63.25
boleto,418.55
credit_card,72.14
voucher,48.78
credit_card,115.15
credit_card,314.84
voucher,0.66
credit_card,223.88
credit_card,45.31
credit_card,189.56
credit_card,267.17
credit_card,98.14
voucher,12.53
credit_card,102.98
voucher,38.0
credit_card,65.1
credit_card,90.28
boleto,149.23
boleto,127.19
credit_card,31.26
credit_card,168.2
credit_card,112.43
credit_card,43.22
credit_card,74.11
credit_card,268.31
credit_card,66.71
credit_card,96.78
credit_card,40.96
credit_card,5.45
credit_card,158.26
credit_card,117.85
credit_card,64.01
boleto,113.15
credit_card,429.41
credit_card,416.78
credit_card,167.02
credit_card,36.69
credit_card,68.04
credit_card,44.34
credit_card,68.05
credit_card,54.43
credit_card,331.4
credit_card,80.3
voucher,71.14
credit_card,170.19
credit_card,185.13
credit_card,216.26
credit_card,86.14
boleto,20.68
voucher,7.57
credit_card,99.22
boleto,54.32
credit_card,20.75
credit_card,55.96
credit_card,33.85
credit_card,77.57
credit_card,69.9
credit_card,26.68
credit_card,311.1
boleto,81.5
boleto,94.99
credit_card,132.03
credit_card,343.59
credit_card,61.37
credit_card,122.97
credit_card,25.9
debit_card,38.64
boleto,73.34
credit_card,121.55
credit_card,24.84
credit_card,188.37
boleto,94.39
credit_card,139.03
credit_card,124.59
credit_card,25.04
credit_card,71.44
credit_card,96.8
credit_card,124.5
credit_card,97.13
credit_card,70.03
boleto,161.88
credit_card,32.0
credit_card,215.06
credit_card,252.51
credit_card,116.36
boleto,61.0
credit_card,97.86
voucher,50.0
boleto,90.2
credit_card,166.29
credit_card,65.03
credit_card,150.46
credit_card,273.98
credit_card,59.01
credit_card,77.84
credit_card,62.31
credit_card,43.27
boleto,82.98
credit_card,54.35
credit_card,51.55
voucher,75.53
voucher,93.68
boleto,99.22
credit_card,398.84
credit_card,132.17
credit_card,88.81
credit_card,55.09
credit_card,138.62
boleto,76.76
credit_card,46.02
credit_card,43.71
credit_card,3.81
credit_card,109.92
credit_card,813.33
credit_card,192.56
credit_card,181.62
boleto,67.13
credit_card,47.44
credit_card,287.77
credit_card,129.0
credit_card,38.96
credit_card,685.56
boleto,22.24
credit_card,55.53
credit_card,119.74
voucher,23.41
credit_card,99.56
credit_card,65.71
boleto,62.59
boleto,106.21
credit_card,65.22
credit_card,133.56
credit_card,207.54
credit_card,171.75
credit_card,103.26
credit_card,248.57
credit_card,96.46
credit_card,181.55
credit_card,120.98
credit_card,77.77
credit_card,39.39
credit_card,57.24
credit_card,87.33
credit_card,31.77
credit_card,137.08
credit_card,140.88
credit_card,159.6
credit_card,93.85
credit_card,252.32
credit_card,86.5
credit_card,148.49
credit_card,42.68
credit_card,80.81
boleto,343.5
credit_card,87.94
credit_card,63.92
credit_card,213.47
credit_card,131.32
credit_card,131.84
credit_card,100.82
credit_card,91.23
credit_card,49.72
credit_card,108.79
credit_card,67.12
credit_card,146.46
boleto,144.56
credit_card,86.24
credit_card,89.79
credit_card,523.31
voucher,6.96
boleto,118.63
credit_card,79.7
credit_card,58.85
credit_card,148.15
credit_card,71.8
credit_card,40.86
credit_card,63.99
credit_card,164.33
credit_card,84.23
credit_card,49.27
boleto,96.8
credit_card,115.36
credit_card,387.8
credit_card,298.19
credit_card,301.35
credit_card,32.0
credit_card,131.84
credit_card,205.9
credit_card,31.71
credit_card,203.83
boleto,30.61
credit_card,81.88
credit_card,153.13
credit_card,139.16
credit_card,317.96
credit_card,84.92
boleto,111.8
credit_card,88.91
credit_card,77.64
boleto,133.86
credit_card,96.22
credit_card,116.82
credit_card,431.62
boleto,251.06
credit_card,66.23
credit_card,125.87
debit_card,82.97
credit_card,159.83
boleto,51.43
credit_card,221.88
credit_card,82.16
credit_card,46.01
credit_card,275.4
credit_card,177.44
credit_card,114.47
boleto,113.62
credit_card,115.81
boleto,35.09
credit_card,65.88
credit_card,95.3
boleto,96.21
credit_card,35.78
voucher,50.0
credit_card,31.75
credit_card,106.17
credit_card,114.84
credit_card,55.43
credit_card,76.66
credit_card,28.69
boleto,124.52
credit_card,119.06
credit_card,61.83
credit_card,185.61
credit_card,29.69
credit_card,240.31
credit_card,39.96
voucher,100.0
credit_card,9.46
credit_card,106.78
credit_card,58.84
boleto,29.47
credit_card,78.94
credit_card,97.2
credit_card,345.19
credit_card,240.32
credit_card,284.99
credit_card,46.9
credit_card,96.43
voucher,77.68
credit_card,155.41
credit_card,255.76
credit_card,150.89
boleto,77.29
credit_card,48.37
boleto,338.46
credit_card,1812.33
credit_card,158.82
boleto,530.27
credit_card,87.64
credit_card,83.41
credit_card,110.46
boleto,168.45
credit_card,116.31
boleto,84.44
credit_card,98.16
credit_card,169.08
boleto,97.21
boleto,77.98
boleto,169.23
credit_card,514.35
credit_card,110.77
credit_card,70.04
boleto,939.72
credit_card,75.33
credit_card,44.0
voucher,3.43
credit_card,109.7
credit_card,41.72
credit_card,170.16
boleto,45.0
credit_card,198.13
boleto,29.95
credit_card,146.96
credit_card,50.09
credit_card,329.54
credit_card,60.42
credit_card,74.16
credit_card,250.68
credit_card,459.5
credit_card,75.08
boleto,189.78
credit_card,387.8
credit_card,439.68
credit_card,325.75
boleto,491.84
credit_card,46.39
credit_card,22.93
boleto,217.55
boleto,54.51
credit_card,145.47
boleto,471.42
credit_card,75.08
credit_card,283.67
boleto,58.0
credit_card,155.98
credit_card,136.1
credit_card,139.11
credit_card,58.99
credit_card,89.21
credit_card,149.22
credit_card,97.58
credit_card,261.18
credit_card,67.92
credit_card,165.68
credit_card,580.44
voucher,46.0
boleto,126.39
voucher,150.0
credit_card,250.06
debit_card,59.17
credit_card,228.51
credit_card,343.7
boleto,169.37
credit_card,39.81
credit_card,618.88
credit_card,810.63
credit_card,158.49
credit_card,356.45
credit_card,34.09
voucher,61.37
voucher,43.29
credit_card,153.62
credit_card,62.14
credit_card,190.43
credit_card,36.95
credit_card,71.13
credit_card,66.37
credit_card,55.09
credit_card,37.77
credit_card,108.7
